test_set,model,clips,frames,mean_mask_ratio,shifted_distance,shifted_distance_median,shifted_distance_std,npss,npss_median,npss_std,full_l1,full_l1_median,full_l1_std,missing_l1,missing_l1_median,missing_l1_std
held_out_algorithmic,release,191,32954,0.898083733881653,1.9802408663235909,1.0934286233855457,2.7706712333715986,0.7259779705285755,0.3536481882748813,1.386927872269715,0.009735935021197777,0.006201307289302349,0.012695045373330278,0.011330883480200553,0.006716280709952116,0.015256926682028445
held_out_random,release,191,32954,0.8836223578437389,4.0628751549308,2.2531679944033187,5.5095908984580655,1.4522533090602938,0.8250135363832671,1.9067043487001234,0.014558240747808678,0.010401460342109203,0.015421739005927275,0.016436242843074975,0.01175696961581707,0.017535835341288362
production,release,55,6283,0.7448361899183616,2.116281903369984,1.0018523802308912,3.1186063895616005,0.5141790463962151,0.14983578529023694,1.0119562077052702,0.007890982351488095,0.0049786982126533985,0.011519135598876707,0.011035836075924718,0.006729363463819027,0.01466199070873263
